Bib #,First Name,Last Name,M/F,Home Town,State,Country,Nationality,Event,Age,Bib,Wave,Status,Time,Note,# Finishes,# 48h,# 36h
17,Jody-Lynn,Reicher,F,,New Jersey,United States,United States,2004 Badwater 135,41,17,1000,FIN,46:01:45,,3,3,
9,Jody-Lynn,Reicher,F,,New Jersey,United States,United States,2005 Badwater 135,42,9,1000,FIN,40:34:37,,3,3,
15,Jody-Lynn,Reicher,F,Midland Park,New Jersey,United States,United States,2006 Badwater 135,43,15,1000,DNF,,,3,3,
5,Jonathan,Reid,M,Missoula,Montana,United States,United States,2021 Badwater 135,42,5,2000,FIN,47:18:53,,1,1,
74,Matthew,Reily,M,Oklahoma City,Oklahoma,United States,United States,2016 Badwater 135,41,74,2130,FIN,34:21:07,,2,2,2
74,Matthew,Reily,M,Oklahoma City,Oklahoma,United States,United States,2017 Badwater 135,42,74,2130,FIN,33:09:15,,2,2,2
98,Russ,Reinbolt,M,La Jolla,California,United States,United States,2013 Badwater 135,48,98,600,DNF,,,5,5,1
98,Russ,Reinbolt,M,La Jolla,California,United States,United States,2014 Badwater 135,49,98,600,FIN,42:15:39,,5,5,1
98,Russ,Reinbolt,M,La Jolla,California,United States,United States,2015 Badwater 135,50,98,2000,FIN,37:26:08,,5,5,1
98,Russ,Reinbolt,M,La Jolla,California,United States,United States,2017 Badwater 135,52,98,2130,FIN,35:52:24,,5,5,1
98,Russ,Reinbolt,M,La Jolla,California,United States,United States,2018 Badwater 135,53,98,2130,FIN,36:20:48,,5,5,1
98,Russ,Reinbolt,M,La Jolla,California,United States,United States,2022 Badwater 135,57,98,2130,FIN,38:23:18,,5,5,1
54,Wanderley,Reis,M,Ogden,Utah,United States,United States,2022 Badwater 135,54,54,2000,DNF,,,,,
55,Dave,Remington,M,,,United States,United States,2002 Badwater 135,61,55,800,FIN,46:53:56,,2,2,
62,Dave,Remington,M,,Washington,United States,United States,2003 Badwater 135,62,62,600,DNF,,,2,2,
98,Dave,Remington,M,Spokane,Washington,United States,United States,2007 Badwater 135,66,98,600,FIN,47:12:30,,2,2,
83,John,Rennison,M,Hamilton,Ontario,Canada,Canada,2007 Badwater 135,47,83,600,FIN,37:30:49,,1,1,
80,Irina,Reutovich,F,Kaliningrad,,Russia,Russia,2000 Badwater 135,50,80,600,FIN,29:48:27,,1,1,1
79,Stine,Rex Christensen,F,Aalborg,,Denmark,Denmark,2022 Badwater 135,43,79,2300,FIN,34:03:55,,1,1,1
71,Wagner,Ricca,M,Diadema,Sao Paulo,Brazil,Brazil,2010 Badwater 135,54,71,600,FIN,45:35:20,,1,1,
61,Chris,Rice,M,Suffern,New York,United States,United States,2014 Badwater 135,40,61,800,FIN,34:21:30,,3,3,1
98,Chris,Rice,M,Suffern,New York,United States,United States,2019 Badwater 135,45,98,2300,FIN,41:42:32,,3,3,1
37,Chris,Rice,M,Suffern,New York,United States,United States,2022 Badwater 135,48,37,2130,FIN,43:08:16,,3,3,1
27,Reg,Richard,M,,,United States,United States,2001 Badwater 135,50,27,600,FIN,51:48:14,,1,,
56,Reg,Richard,M,,,United States,United States,2002 Badwater 135,51,56,800,DNF,,,1,,
43,Jean-Luc,Ridet,M,Monts-de-Corsier,Vaud,Switzerland,France,2009 Badwater 135,43,43,600,DNF,,,,,
87,Kenneth,Ringled,M,Simi Valley,California,United States,United States,2021 Badwater 135,40,87,2300,FIN,28:56:37,,1,1,1
72,Francis,Rios,M,SAINT PARRES LES VAUDES,Aube,France,France,2010 Badwater 135,55,72,600,DNF,,,,,
90,Parker,Rios,M,Brookfield,Wisconsin,United States,United States,2013 Badwater 135,46,90,1000,FIN,41:27:51,,1,1,
17,Jason,Rita,M,Elkton,Maryland,United States,Australia,2012 Badwater 135,46,17,600,FIN,42:18:17,,1,1,
46,Leanne,Rive,F,St Martin,,Jersey,Ireland,2022 Badwater 135,48,46,2000,FIN,42:51:01,,1,1,
9,Maria,Rivera,F,Glendale,California,United States,Mexico,2022 Badwater 135,51,9,2300,FIN,38:33:54,,1,1,
45,Will,Rivera,M,Elizabethtown,Kentucky,United States,United States,2016 Badwater 135,45,45,2300,FIN,29:30:02,,1,1,1
28,Levi,Rizk,M,St Petersburg,Florida,United States,United States,2012 Badwater 135,28,28,600,FIN,44:08:44,,1,1,
86,Tim,Robert,M,Honolulu,Hawaii,United States,United States,2017 Badwater 135,52,86,2130,FIN,39:01:59,,1,1,
25,Hannah,Roberts,F,Honolulu,Hawaii,United States,United States,2012 Badwater 135,25,25,800,FIN,34:26:35,,1,1,1
61,Norma,Roberts,F,Calgary,Alberta,Canada,Canada,2021 Badwater 135,62,61,2130,FIN,33:37:49,,2,2,1
61,Norma,Roberts,F,Calgary,Alberta,Canada,Canada,2022 Badwater 135,63,61,2300,FIN,37:00:12,,2,2,1
36,Gillian,Robinson,F,,California,United States,United Kingdom,2003 Badwater 135,36,36,600,FIN,58:38:57,,1,,
86,Byron,Roca,M,Lake Worth,Florida,United States,Guatemala,2015 Badwater 135,23,86,2300,FIN,33:13:32,,1,1,1
87,Marialdo,Rodrigues,M,Caxias do Sul,,Brazil,Brazil,2015 Badwater 135,51,87,2130,DNF,,,,,
50,Zilma,Rodrigues Da Silva,F,Sao Paulo,,Brazil,Brazil,2023 Badwater 135,50,50,2000,FIN,40:22:02,,1,1,
22,Chris,Roman,M,Jacksonville,Florida,United States,United States,2011 Badwater 135,41,22,1000,FIN,32:27:19,,2,2,2
22,Chris,Roman,M,Jacksonville,Florida,United States,United States,2012 Badwater 135,42,22,1000,FIN,31:20:06,,2,2,2
93,Jason,Romero,M,Denver,Colorado,United States,United States,2015 Badwater 135,45,93,2130,FIN,39:59:59,,1,1,
,Ephraim,Romesberg,M,,,United States,United States,1998 Badwater 135,67,,AM,FIN,53:31:00,,2,,
,Ephraim,Romesberg,M,,California,United States,United States,1999 Badwater 135,68,,AM,FIN,53:10:00,,2,,
25,Ephraim,Romesberg,M,San Jose,California,United States,United States,2000 Badwater 135,69,25,600,DNF,,,2,,
16,Tia B.,Rosen,F,,,United States,United States,2002 Badwater 135,45,16,600,FIN,46:10:55,,1,1,
81,Phil G,Rosenstein,M,Silver Spring,Maryland,United States,United States,2008 Badwater 135,38,81,800,FIN,44:41:40,,1,1,
26,Nyikolaj,Roskovics,M,Erd,Pest,Hungary,Hungary,2018 Badwater 135,48,26,2300,FIN,31:33:09,,1,1,1
,John,Rosmus,M,,,United States,United States,1993 Badwater 135,N/A,,PM,DNF,,"*PM Start Time, Not AM.",2,1,
,John,Rosmus,M,,California,United States,United States,1994 Badwater 135,46,,PM,FIN,46:11:19,"*PM Start Time, Not AM.",2,1,
,John,Rosmus,M,,,United States,United States,1998 Badwater 135,N/A,,AM,DNF,,,2,1,
,John,Rosmus,M,,California,United States,United States,1999 Badwater 135,N/A,,AM,FIN,49:07:00,,2,1,
95,David,Ross,M,Sutton,,United Kingdom,United Kingdom,2015 Badwater 135,47,95,2300,FIN,36:18:40,,1,1,
66,Ronald,Ross,M,Medina,Ohio,United States,United States,2023 Badwater 135,65,66,2000,FIN,46:15:10,,1,1,
57,Leon,Rothstein,M,,,United States,United States,2002 Badwater 135,45,57,800,DNF,,,,,
,Mike,Rouse,M,,,United States,United States,1998 Badwater 135,N/A,,AM,DNF,,,,,
87,Tom,Rowe,M,,,United States,United States,2001 Badwater 135,52,87,1000,FIN,43:32:53,,1,1,
17,Vito,Rubino,M,Pasadena,California,United States,Italy,2014 Badwater 135,36,17,700,FIN,35:23:51,,1,1,1
88,Giuseppe,Ruffino,M,,,United States,United States,2001 Badwater 135,34,88,1000,DNF,,,,,
70,Neil,Runions,M,Calgary,Alberta,Canada,Canada,2006 Badwater 135,48,70,800,FIN,42:50:58,,2,2,
49,Neil,Runions,M,Calgary,Alberta,Canada,Canada,2007 Badwater 135,49,49,600,FIN,37:24:01,,2,2,
,Pierre,Russias,M,,Île-de-France,France,France,1999 Badwater 135,N/A,,AM,FIN,40:28:00,,1,1,
27,Emily,Ryan,F,Washington,District of Columbia,United States,United States,2015 Badwater 135,40,27,2000,FIN,45:26:46,,3,3,
27,Emily,Ryan,F,Washington,District of Columbia,United States,United States,2016 Badwater 135,41,27,2000,FIN,45:17:15,,3,3,
27,Emily,Ryan,F,Washington,District of Columbia,United States,United States,2019 Badwater 135,44,27,2000,FIN,42:22:07,,3,3,
18,Lucy,Ryan,F,Coquitlam,British Columbia,Canada,Canada,2012 Badwater 135,44,18,600,FIN,38:35:17,,1,1,
78,Michael,Ryan,M,Bradenton,Florida,United States,United States,2022 Badwater 135,43,78,2130,DNF,,,,,
29,Jan,Ryerse,M,,,United States,United States,2002 Badwater 135,56,29,600,FIN,40:45:18,,1,1,
95,Leszek,Rzeszotko,M,Bielsko-Biala,Katowice,Poland,Poland,2012 Badwater 135,49,95,800,FIN,36:21:33,,1,1,
61,Carlos,Sa,M,Barcelos,Portugal,Portugal,Portugal,2013 Badwater 135,39,61,1000,FIN,24:38:16,,2,2,2
1,Carlos,Sa,M,Barcelos,Portugal,Portugal,Portugal,2014 Badwater 135,40,1,800,FIN,26:19:03,,2,2,2
61,Carlos,Sa,M,Barcelos,,Portugal,Portugal,2016 Badwater 135,42,61,2300,DNF,,,2,2,2
,Clive,Saffery,M,,,Taiwan,United Kingdom,1999 Badwater 135,44,,AM,FIN,42:15:00,,3,2,
49,Clive,Saffery,M,Taoyuan,,Taiwan,United Kingdom,2000 Badwater 135,45,49,800,FIN,39:55:08,,3,2,
28,Clive,Saffery,M,,,Hong Kong,United Kingdom,2001 Badwater 135,46,28,600,DNF,,,3,2,
80,Clive,Saffery,M,,,Hong Kong,United Kingdom,2002 Badwater 135,47,80,1000,DNF,,,3,2,
49,Clive,Saffery,M,Hong Kong,HK,Hong Kong,United Kingdom,2009 Badwater 135,54,49,800,FIN,,,3,2,
70,Juan Carlos,Sagastume,M,Guatemala,,Guatemala,Guatemala,2014 Badwater 135,42,70,800,FIN,27:59:57,,1,1,1
42,Kazuyoshi,Saito,M,Tokyo,Musashinoshi,Japan,Japan,2015 Badwater 135,47,42,2130,FIN,37:29:52,,1,1,
50,Kaname,Sakurai,M,Nagoya,,Japan,Japan,2000 Badwater 135,36,50,800,FIN,27:52:14,,1,1,1
94,Jose,Samaniego Montero,M,Sant Vicenc de Montalt,Barcelona,Spain,Spain,2018 Badwater 135,33,94,2130,FIN,44:35:00,,1,1,
79,Federico,Sanchez,M,Saint Helena,California,United States,Mexico,2014 Badwater 135,44,79,700,FIN,33:01:46,,2,2,1
79,Federico,Sanchez,M,Saint Helena,California,United States,Mexico,2015 Badwater 135,45,79,2130,FIN,37:45:42,,2,2,1
79,Federico,Sanchez,M,Saint Helena,California,United States,Mexico,2017 Badwater 135,47,79,2300,DNF,,,2,2,1
83,Juan,Sanchez,M,Saint Helena,California,United States,Mexico,2011 Badwater 135,42,83,800,FIN,33:09:46,,3,3,2
83,Juan,Sanchez,M,St. Helena,California,United States,Mexico,2012 Badwater 135,43,83,1000,FIN,31:40:01,,3,3,2
83,Juan,Sanchez,M,Saint Helena,California,United States,Mexico,2017 Badwater 135,48,83,2300,FIN,36:23:54,,3,3,2
41,Ray,Sanchez,M,Sacramento,California,United States,United States,2008 Badwater 135,41,41,1000,FIN,37:54:25,,15,14,9
41,Ray,Sanchez,M,Sacramento,California,United States,United States,2009 Badwater 135,42,41,1000,FIN,50:25:24,Lost 11 hours due to forest fire. Earned a sub-48 hour buckle.,15,14,9
41,Ray,Sanchez,M,Sacramento,California,United States,United States,2010 Badwater 135,43,41,800,FIN,38:59:07,,15,14,9
41,Ray,Sanchez,M,Sacramento,California,United States,United States,2011 Badwater 135,44,41,800,FIN,42:19:42,,15,14,9
41,Ray,Sanchez,M,Sacramento,California,United States,United States,2012 Badwater 135,45,41,800,FIN,35:59:53,,15,14,9
70,Ray,Sanchez,M,Sacramento,California,United States,United States,2013 Badwater 135,46,70,800,FIN,37:30:17,,15,14,9
41,Ray,Sanchez,M,Sacramento,California,United States,United States,2014 Badwater 135,47,41,800,FIN,27:43:32,,15,14,9
41,Ray,Sanchez,M,Sacramento,California,United States,United States,2015 Badwater 135,48,41,2300,FIN,33:57:14,,15,14,9
41,Ray,Sanchez,M,Sacramento,California,United States,United States,2016 Badwater 135,49,41,2300,FIN,31:33:29,,15,14,9
41,Ray,Sanchez,M,Sacramento,California,United States,United States,2017 Badwater 135,50,41,2300,FIN,30:23:20,,15,14,9
41,Ray,Sanchez,M,Sacramento,California,United States,United States,2018 Badwater 135,51,41,2300,FIN,33:59:02,,15,14,9
41,Ray,Sanchez,M,Sacramento,California,United States,United States,2019 Badwater 135,52,41,2300,FIN,34:29:31,,15,14,9
41,Ray,Sanchez,M,Sacramento,California,United States,United States,2021 Badwater 135,54,41,2300,FIN,36:23:39,,15,14,9
41,Ray,Sanchez,M,Sacramento,California,United States,United States,2022 Badwater 135,55,41,2300,FIN,34:09:31,,15,14,9
41,Ray,Sanchez,M,Sacramento,California,United States,United States,2023 Badwater 135,56,41,2200,FIN,33:16:41,,15,14,9
35,Marc,Sanderson,M,Pleasant Grove,Utah,United States,United States,2006 Badwater 135,35,35,1000,FIN,46:36:25,,1,1,
,Michael,Sandlin,M,,,United States,United States,1992 Badwater 135,N/A,,PM,FIN,41:43:00,"*PM Start Time, Not AM.",1,1,
38,Michele,Santilhano,F,Menlo Park,California,United States,United Kingdom,2008 Badwater 135,38,38,1000,FIN,39:42:23,,1,1,
61,Vincenzo,Santillo,M,Marcianise,,Italy,Italy,2023 Badwater 135,43,61,2100,FIN,33:47:49,,1,1,1
87,Kleber Felipe,Santos,M,Caxambu,,Brazil,Brazil,2017 Badwater 135,37,87,2130,FIN,38:00:41,,2,2,
87,Kleber Felipe,Santos,M,Caxambu,Minas Gerais,Brazil,Brazil,2019 Badwater 135,39,87,2130,DNF,,,2,2,
87,Kleber Felipe,Santos,M,Caxambu,,Brazil,Brazil,2022 Badwater 135,42,87,2130,FIN,39:10:01,,2,2,
94,Isamu,Sato,M,Chiba,,Japan,Japan,2022 Badwater 135,50,94,2000,DNF,,,,,
97,Jonathan,Savage,M,Charlotte,North Carolina,United States,United States,2014 Badwater 135,48,97,700,FIN,36:46:30,,1,1,
39,Jeremy,Scanlan,M,Louisville,Colorado,United States,United States,2022 Badwater 135,39,39,2300,FIN,38:23:43,,2,2,
39,Jeremy,Scanlan,M,Louisville,Colorado,United States,United States,2023 Badwater 135,40,39,2100,FIN,44:41:39,,2,2,
51,Piergirogio,Scaramelli,M,Massa-Carrara,,Italy,Italy,2000 Badwater 135,48,51,800,DNF,,,,,
,Rodney,Scharber,M,,,United States,United States,1996 Badwater 135,N/A,,AM,DNF,,,,,
,Del,Scharffenberg,M,,,United States,United States,1997 Badwater 135,51,,AM,FIN,48:16:00,DV Cup,1,,
64,Alex,Scherz,M,Oberwil,,Switzerland,Switzerland,2014 Badwater 135,41,64,700,FIN,30:29:47,,2,2,2
64,Alex,Scherz,M,Oberwil,Baselland,Switzerland,Switzerland,2018 Badwater 135,45,64,2130,FIN,34:44:49,,2,2,2
59,Klaus,Schicktanz,M,,,Germany,Germany,2001 Badwater 135,49,59,800,DNF,,,,,
,Joe,Schlereth,M,,California,United States,United States,1994 Badwater 135,44,,PM,FIN,40:19:57,"*PM Start Time, Not AM.",1,1,
,Stefan,Schlett,M,,,Germany,Germany,1991 Badwater 135,N/A,,PM,FIN,38:03:35,"*PM Start Time, Not AM.",1,1,
73,Margaret,Schlundt,F,Millersville,Maryland,United States,United States,2000 Badwater 135,47,73,1000,FIN,52:07:25,,2,1,
17,Margaret,Schlundt,F,,,United States,United States,2002 Badwater 135,49,17,600,FIN,46:31:16,,2,1,
82,Jeff,Schmidt,M,Hilliard,Ohio,United States,United States,2008 Badwater 135,32,82,800,FIN,39:31:42,,1,1,
,Richard,Schmidt,M,,,United States,United States,1996 Badwater 135,N/A,,AM,DNF,,,,,
,Richard,Schmidt,M,,,United States,United States,1997 Badwater 135,N/A,,AM,DNF,,,,,
,Richard,Schmidt,M,,,United States,United States,1998 Badwater 135,N/A,,AM,DNF,,,,,
89,Sepp,Schnyder,M,,,Switzerland,Switzerland,2001 Badwater 135,45,89,1000,FIN,43:55:28,,1,1,
,Bernard,Schoeneck,M,,,Germany,Germany,1998 Badwater 135,N/A,,AM,FIN,47:45:00,,1,1,
18,Monica,Scholz,F,,,Canada,Canada,2002 Badwater 135,35,18,600,FIN,38:33:30,,7,7,4
3,Monica,Scholz,F,,Ontario,Canada,Canada,2003 Badwater 135,36,3,1000,FIN,33:41:29,,7,7,4
3,Monica,Scholz,F,,Ontario,Canada,Canada,2004 Badwater 135,37,3,1000,FIN,29:22:29,,7,7,4
3,Monica,Scholz,F,,Ontario,Canada,Canada,2005 Badwater 135,38,3,1000,FIN,37:39:22,,7,7,4
12,Monica,Scholz,F,Jerseyville,Ontario,Canada,Canada,2006 Badwater 135,39,12,1000,FIN,32:07:01,,7,7,4
5,Monica,Scholz,F,Jerseyville,Ontario,Canada,Canada,2008 Badwater 135,41,5,1000,FIN,34:54:00,,7,7,4
7,Monica,Scholz,F,Jerseyville,Ontario,Canada,Canada,2009 Badwater 135,42,7,1000,FIN,36:10:47,Finished just minutes ahead of evacuation.,7,7,4
96,Jim,Schroeder,M,Indialantic,Florida,United States,United States,2014 Badwater 135,66,96,600,DNF,,,,,
68,Jim,Schroeder,M,Indialantic,Florida,United States,United States,2016 Badwater 135,68,68,2000,DNF,,,,,
83,Reiner,Schubert,M,Ebersbach,DC,Germany,Germany,2008 Badwater 135,58,83,600,FIN,45:24:26,,1,1,
29,Geoffrey,Scot,M,,,United Kingdom,United Kingdom,2001 Badwater 135,52,29,600,FIN,40:37:32,,1,1,
96,Charlie,Scott,M,Carmel,Indiana,United States,United States,2015 Badwater 135,58,96,2000,FIN,39:56:11,,1,1,
79,Jim,Scott,M,,California,United States,United States,2004 Badwater 135,44,79,800,FIN,32:09:30,,1,1,1
,Lloyd,Scott,M,,,United Kingdom,United Kingdom,1998 Badwater 135,N/A,,AM,FIN,57:54:00,,1,,
96,Bobby,Seeberger,M,Alamogordo,New Mexico,United States,United States,2022 Badwater 135,58,96,2000,FIN,37:32:59,,1,1,
26,Nikki,Seger,F,,Illinois,United States,United States,2005 Badwater 135,43,26,800,FIN,44:30:24,,2,1,
45,Nikki,Seger,F,Chicago,Illinois,United States,United States,2007 Badwater 135,45,45,800,FIN,54:20:30,,2,1,
100,Jen Lee,Segger,F,Garibaldi Highlands,British Columbia,Canada,Canada,2008 Badwater 135,27,100,1000,FIN,32:31:57,,1,1,1
64,Pablo,Segura Romero,M,Barcelona,,Spain,Spain,2016 Badwater 135,51,64,2000,FIN,42:48:50,,1,1,
86,Ryoichi,Sekiya,M,Sagamihara,Kanagawa,Japan,Japan,2011 Badwater 135,44,86,1000,FIN,24:49:37,,1,1,1
27,Christine,Sell,F,,Baden-Württemberg,Germany,Germany,2005 Badwater 135,41,27,800,FIN,57:00:56,,1,,
27,Martin,Sengo,M,Auburn,California,United States,United States,2023 Badwater 135,42,27,2100,FIN,37:34:36,,1,1,
87,Terry,Sentinella,M,Anacortes,Washington,United States,United States,2011 Badwater 135,47,87,1000,FIN,32:12:00,,2,2,2
87,Terry,Sentinella,M,Anacortes,Washington,United States,United States,2012 Badwater 135,48,87,1000,FIN,29:40:24,,2,2,2
40,Matthew,Sessions,M,,British Columbia,Canada,Canada,2005 Badwater 135,40,40,1000,FIN,43:04:42,,1,1,
88,Bernhard,Sesterheim,M,,Baden-Württemberg,Germany,Germany,2005 Badwater 135,59,88,600,FIN,54:18:34,,1,,
83,Mike,Shaddow,M,Ridgewood,New Jersey,United States,United States,2019 Badwater 135,43,83,2300,FIN,41:42:32,,1,1,
88,Piyush,Shah,M,Ahmedabad,,India,India,2014 Badwater 135,54,88,600,DNF,,,,,
33,Stacey,Shand,F,Regina,Saskatchewan,Canada,Canada,2013 Badwater 135,33,33,800,FIN,41:48:13,,2,2,
33,Stacey,Shand,F,Lumsden,Saskatchewan,Canada,Canada,2015 Badwater 135,35,33,2000,FIN,40:39:21,,2,2,
,Cory,Shane,M,,,United States,United States,1995 Badwater 135,N/A,,PM,FIN,44:59:00,"*PM Start Time, Not AM.",1,1,
93,Brijmohan,Sharma,M,Mumbai,,India,India,2016 Badwater 135,42,93,2000,FIN,40:47:00,,1,1,
82,Sunil,Sharma,M,Panchkula,Haryana,India,India,2018 Badwater 135,36,82,2000,FIN,35:56:44,,1,1,1
,John,Shehedy,M,,,United States,United States,1992 Badwater 135,N/A,,PM,FIN,57:58:00,"*PM Start Time, Not AM.",2,,
,John,Shehedy,M,,,United States,United States,1993 Badwater 135,N/A,,PM,FIN,58:41:00,"*PM Start Time, Not AM.",2,,
62,Lisa,Sherak,F,Lawrenceville,Georgia,United States,United States,2017 Badwater 135,55,62,2000,DNF,,,,,
52,Molly,Sheridan,F,Las Vegas,Nevada,United States,United States,2009 Badwater 135,52,52,600,FIN,,,1,,
53,Nancy,Shura,F,,California,United States,United States,2003 Badwater 135,53,53,800,FIN,52:35:36,,1,,
52,William,Sichel,M,Sanday,Scotland,United Kingdom,United Kingdom,2006 Badwater 135,52,52,1000,FIN,31:36:12,,1,1,1
59,Hans,Siemelink,M,Houston,Texas,United States,Netherlands,2021 Badwater 135,60,59,2000,FIN,46:13:25,,1,1,
64,Tammy,Sieminowski,F,Toronto,Ontario,Canada,Canada,2011 Badwater 135,42,64,600,FIN,42:25:26,,1,1,
62,Cristian,Sieveking,M,Santiago,,Chile,Chile,2016 Badwater 135,62,62,2000,FIN,44:40:06,,1,1,
,Steven R.,Silver,M,,,United States,United States,1996 Badwater 135,47,,AM,FIN,37:45:00,,6,6,1
,Steven R.,Silver,M,,,United States,United States,1997 Badwater 135,48,,AM,FIN,39:13:00,,6,6,1
,Steven R.,Silver,M,,Texas,United States,United States,1999 Badwater 135,50,,AM,FIN,33:57:00,,6,6,1
26,Steven R.,Silver,M,El Paso,Texas,United States,United States,2000 Badwater 135,51,26,600,FIN,36:46:10,,6,6,1
90,Steven R.,Silver,M,,,United States,United States,2001 Badwater 135,52,90,1000,FIN,40:19:58,,6,6,1
81,Steven R.,Silver,M,,,United States,United States,2002 Badwater 135,53,81,1000,FIN,38:36:00,,6,6,1
91,Rick,Silverman-Vulgarian,M,,,United States,United States,2001 Badwater 135,45,91,1000,FIN,55:48:22,,1,,
,Stephen,Simmons,M,,West Virginia,United States,United States,1999 Badwater 135,N/A,,AM,FIN,46:56:00,,1,1,
30,Jackie,Simonsen Brown,F,,Vermont,United States,United States,2005 Badwater 135,43,30,1000,FIN,48:28:05,,2,1,
11,Jackie,Simonsen Brown,F,Saint Albans Bay,Vermont,United States,United States,2018 Badwater 135,56,11,2000,DNF,,,2,1,
30,Jackie,Simonsen Brown,F,Saint Albans Bay,Vermont,United States,United States,2019 Badwater 135,57,30,2000,DNF,,,2,1,
52,Jackie,Simonsen Brown,F,St. Albans Bay,Vermont,United States,United States,2021 Badwater 135,59,52,2000,FIN,45:57:42,,2,1,
52,Jackie,Simonsen Brown,F,Saint Albans Bay,Vermont,United States,United States,2022 Badwater 135,60,52,2000,DNF,,,2,1,
78,Wayne,Simpson,M,,Aberdeen,United Kingdom,United Kingdom,2003 Badwater 135,42,78,800,DNF,,,2,,
78,Wayne,Simpson,M,,Aberdeen,United Kingdom,United Kingdom,2004 Badwater 135,43,78,600,FIN,53:58:43,,2,,
78,Wayne,Simpson,M,,Aberdeen,United Kingdom,United Kingdom,2005 Badwater 135,43,78,600,FIN,55:28:30,,2,,
69,Gurinder,Singh,M,Wilmington,Delaware,United States,India,2022 Badwater 135,52,69,2000,FIN,47:16:11,,1,1,
97,Marc,Siques Llagostera,M,Barcelona,,Spain,Spain,2022 Badwater 135,40,97,2000,FIN,42:58:12,,1,1,
58,Bob,Sitler,M,,,United States,United States,2002 Badwater 135,43,58,800,FIN,44:33:46,,1,1,
95,Frank,Sizemore,M,Houston,Texas,United States,United States,2016 Badwater 135,41,95,2130,FIN,39:37:18,,1,1,
71,Steven,Sjolund,M,Minneapolis,Minnesota,United States,United States,2022 Badwater 135,71,71,2000,DNF,,,,,
,Marvin,Skagerberg,M,Hoboken,New Jersey,United States,United States,1990 Badwater 135,N/A,,PM,FIN,52:18:00,"*PM Start Time, Not AM.",1,,
81,Gina,Slaby,F,Callaway,Maryland,United States,United States,2019 Badwater 135,38,81,2300,FIN,29:26:45,,1,1,1
80,Steve,Slaby,M,Callaway,Maryland,United States,United States,2019 Badwater 135,38,80,2300,FIN,29:26:43,,1,1,1
,Robin,Smit,M,,,United States,United States,1991 Badwater 135,54,,PM,FIN,45:21:34,"*PM Start Time, Not AM.",4,1,
,Robin,Smit,M,,,United States,United States,1992 Badwater 135,55,,PM,FIN,49:24:00,"*PM Start Time, Not AM.",4,1,
,Robin,Smit,M,,California,United States,United States,1999 Badwater 135,62,,AM,FIN,51:10:00,,4,1,
70,Robin,Smit,M,Fresno,California,United States,United States,2007 Badwater 135,70,70,600,FIN,55:52:24,,4,1,
80,Carolyn,Smith,F,,Wisconsin,United States,United States,2004 Badwater 135,39,80,1000,FIN,37:56:45,,1,1,
60,James L.,Smith,M,,,United States,United States,2001 Badwater 135,36,60,800,DNF,,,3,2,
60,James L.,Smith,M,,,United States,United States,2002 Badwater 135,37,60,800,DNF,,,3,2,
38,James L.,Smith,M,,Michigan,United States,United States,2003 Badwater 135,38,38,1000,DNF,,,3,2,
39,James L.,Smith,M,,Michigan,United States,United States,2004 Badwater 135,39,39,1000,FIN,44:41:04,,3,2,
31,James L.,Smith,M,Superior,Colorado,United States,United States,2007 Badwater 135,42,31,600,FIN,48:18:28,,3,2,
31,James L.,Smith,M,Superior,Colorado,United States,United States,2008 Badwater 135,43,31,1000,FIN,44:05:36,,3,2,
31,James L.,Smith,M,Superior,Colorado,United States,United States,2010 Badwater 135,45,31,600,DNF,,,3,2,
59,Mike,Smith,M,,,United States,United States,2002 Badwater 135,44,59,800,FIN,45:12:10,,1,1,
98,Mosi,Smith,M,Annapolis,Maryland,United States,United States,2012 Badwater 135,30,98,800,FIN,37:11:08,,3,3,2
4,Mosi,Smith,M,Charlotte,North Carolina,United States,United States,2015 Badwater 135,33,4,2130,FIN,32:35:15,,3,3,2
3,Mosi,Smith,M,Grants Pass,Oregon,United States,United States,2018 Badwater 135,36,3,2300,DNF,,,3,3,2
3,Mosi,Smith,M,Grants Pass,Oregon,United States,United States,2019 Badwater 135,37,3,2130,FIN,32:14:56,,3,3,2
46,Neil,Smith,M,Dallas,Texas,United States,United States,2017 Badwater 135,46,46,2000,FIN,38:58:36,,1,1,
18,Pam,Smith,F,Salem,Oregon,United States,United States,2018 Badwater 135,43,18,2300,FIN,28:47:53,,2,2,2
18,Pam,Smith,F,Salem,Oregon,United States,United States,2022 Badwater 135,47,18,2300,FIN,30:11:10,,2,2,2
52,Scott,Smith,M,St. George,Utah,United States,United States,2000 Badwater 135,38,52,800,DNF,,,,,
24,Steven,Smith,M,Shepherdsville,Kentucky,United States,United States,2022 Badwater 135,49,24,2130,FIN,41:24:11,,1,1,
,Lisa,Smith-Batchen,F,,,United States,United States,1995 Badwater 135,34,,PM,FIN,41:24:31,"*PM Start Time, Not AM.",10,8,
,Lisa,Smith-Batchen,F,,,United States,United States,1997 Badwater 135,36,,AM,FIN,37:01:00,Women's AM Record,10,8,
,Lisa,Smith-Batchen,F,,,United States,United States,1998 Badwater 135,37,,AM,FIN,37:33:00,,10,8,
,Lisa,Smith-Batchen,F,,,United States,United States,1999 Badwater 135,38,,AM,NOF,48:24:00,Unofficial Finish 48:24:00,10,8,
2,Lisa,Smith-Batchen,F,Bernardsville,New Jersey,United States,United States,2000 Badwater 135,39,2,600,FIN,43:23:56,,10,8,
